Transaction Date,Post Date,Description,Category,Type,Amount,Memo
05/17/2023,05/18/2023,Global Blue Tax Free,Bills & Utilities,Return,20.09,
05/16/2023,05/17/2023,NOLI,Shopping,Sale,-103.48,
05/16/2023,05/17/2023,SumUp  *Orsonero Coffe,Food & Drink,Sale,-3.27,
05/16/2023,05/16/2023,CNP*GQ BOX,Bills & Utilities,Sale,-53.31,
05/15/2023,05/16/2023,BOGGI MILANO-B02,Shopping,Sale,-194.70,
05/16/2023,05/16/2023,Payment Thank You-Mobile,,Payment,1385.54,
05/15/2023,05/16/2023,RISTORANTE MIKY SRL,Food & Drink,Sale,-213.29,
05/13/2023,05/15/2023,STELLA MARINA DI BETTA S,Personal,Sale,-21.88,
05/14/2023,05/15/2023,BELFORTE - VERNAZZA,Food & Drink,Sale,-95.16,
05/14/2023,05/15/2023,AMC ONLINE 9640,Entertainment,Sale,-26.60,
05/13/2023,05/15/2023,SIXT9494063067,Travel,Sale,-779.67,
05/14/2023,05/15/2023,APPLE.COM/BILL,Shopping,Sale,-0.99,
05/11/2023,05/14/2023,GUSTAPIZZA,Food & Drink,Sale,-22.02,
05/11/2023,05/14/2023,KING MINIMARKET,Groceries,Sale,-5.50,
05/13/2023,05/14/2023,IL MASSIMO DELLA FOCACCI,Food & Drink,Sale,-4.16,
05/12/2023,05/14/2023,BENHEART,Shopping,Sale,-88.00,
05/12/2023,05/14/2023,IL SANTO BEVITORE,Food & Drink,Sale,-75.90,
05/10/2023,05/12/2023,CAFFETTERIA DELL'OLMO,Food & Drink,Sale,-3.30,
05/11/2023,05/12/2023,PARAMOUNT+,Bills & Utilities,Sale,-9.99,
05/11/2023,05/12/2023,OFFICINA DELLA BISTECCA,Food & Drink,Sale,-110.09,
05/10/2023,05/11/2023,SumUp  *MONTENIDOLI DI,Shopping,Sale,-99.10,
05/10/2023,05/11/2023,COMUNE S.GIMIGNANO PARK,Travel,Sale,-2.75,
05/10/2023,05/11/2023,GELATERIA DONDOLI SRL,Food & Drink,Sale,-3.85,
05/10/2023,05/10/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.00,
05/09/2023,05/10/2023,ENOTECA LA FORTEZZA DI MO,Travel,Sale,-8.84,
05/10/2023,05/10/2023,Payment Thank You-Mobile,,Payment,3105.09,
05/09/2023,05/10/2023,UOVA E FARINA,Groceries,Sale,-5.53,
05/08/2023,05/10/2023,GLADIATORS,Food & Drink,Sale,-2.21,
05/08/2023,05/09/2023,BOOKSHOP COLOSSEO PTE..,Shopping,Sale,-6.52,
05/07/2023,05/09/2023,ALFREDO ALLA SCROFA RISTO,Food & Drink,Sale,-81.77,
05/08/2023,05/09/2023,CARREFOUR 2229,Groceries,Sale,-5.26,
05/08/2023,05/09/2023,ASPIT ROMA NORD      -,Travel,Sale,-5.08,
05/07/2023,05/08/2023,BUBLIL RAMI,Shopping,Sale,-583.44,
05/06/2023,05/08/2023,DAN JOHN,Shopping,Sale,-44.19,
05/06/2023,05/08/2023,PAUL TAYLOR,Shopping,Sale,-229.84,
05/06/2023,05/08/2023,DOPPELGANGER,Shopping,Sale,-88.37,
05/07/2023,05/08/2023,RICCIARDI GIUSTO,Shopping,Sale,-232.05,
05/06/2023,05/07/2023,ALIMENTARIA TREVI SRLS,Shopping,Sale,-30.51,
05/06/2023,05/07/2023,Prime Video *FW6V827H3,Shopping,Sale,-4.25,
05/05/2023,05/07/2023,OSTARIA DEL DUOMO,Food & Drink,Sale,-1.11,
05/05/2023,05/07/2023,ZAGARA,Groceries,Sale,-7.77,
05/06/2023,05/07/2023,Prime Video *EX02R1DL3,Shopping,Sale,-4.25,
05/05/2023,05/07/2023,ANTICA FOCACCERIA,Food & Drink,Sale,-9.43,
05/05/2023,05/07/2023,APOTHECA,Shopping,Sale,-3.88,
05/05/2023,05/07/2023,TRISCELE RESTAURANT,Food & Drink,Sale,-76.54,
05/04/2023,05/05/2023,OBICA' MOZZARELLA BAR,Food & Drink,Sale,-2.44,
05/04/2023,05/05/2023,COURSRAVJR5C6L6ORY82I,Education,Sale,-59.00,
05/04/2023,05/05/2023,SIGNORINI TARTUFI,Groceries,Sale,-17.20,
05/04/2023,05/05/2023,OBICA' MOZZARELLA BAR,Food & Drink,Sale,-11.09,
05/04/2023,05/05/2023,DUOMO 1952,Food & Drink,Sale,-2.77,
05/03/2023,05/05/2023,RISTORANTE RATANA',Food & Drink,Sale,-136.52,
05/03/2023,05/04/2023,PV MALPENSA AEROPORTO 01,Travel,Sale,-28.63,
05/03/2023,05/04/2023,MC DONALD S,Food & Drink,Sale,-6.61,
05/03/2023,05/04/2023,PRINCI CO,Food & Drink,Sale,-5.62,
05/04/2023,05/04/2023,LYFT   *1 RIDE 05-02,Travel,Sale,-96.48,
05/02/2023,05/03/2023,CKO*Patreon* Membership,Entertainment,Sale,-14.99,
05/03/2023,05/03/2023,SIM CARDS  ESIM  - SIM,Shopping,Sale,-49.90,
05/01/2023,05/02/2023,COSTCO WHSE #1214,Shopping,Sale,-86.45,
04/29/2023,05/01/2023,CEDAR MARKET,Groceries,Sale,-10.98,
04/29/2023,04/30/2023,WHOLEFDS WNJ#10732,Groceries,Sale,-4.25,
04/28/2023,04/30/2023,Kindle Svcs*HF2905R31,Shopping,Sale,-8.51,
04/29/2023,04/30/2023,TST* Cassies Pizzeria,Food & Drink,Sale,-89.35,
04/29/2023,04/30/2023,TST* Cassies Pizzeria,Food & Drink,Sale,-111.69,
04/27/2023,04/30/2023,TABAQ XPRESS INC,Food & Drink,Sale,-19.83,
04/29/2023,04/30/2023,TST* Cassies Pizzeria,Food & Drink,Sale,-111.69,
04/27/2023,04/28/2023,SHOPRITE PARAMUS S1,Groceries,Sale,-14.29,
04/27/2023,04/28/2023,DELTA EDISON,Gas,Sale,-43.50,
04/27/2023,04/27/2023,AMZN Mktp US*HF6F44YP0,Shopping,Sale,-87.21,
04/26/2023,04/27/2023,AMZN Mktp US*HF67A1HO2,Shopping,Sale,-45.82,
04/27/2023,04/27/2023,AMZN Mktp US*HF8OD98S2,Shopping,Sale,-21.31,
04/26/2023,04/27/2023,AMZN Mktp US*HF3A55UZ0,Shopping,Sale,-213.18,
04/26/2023,04/26/2023,AMZN Mktp US*HF8MG4K20,Shopping,Sale,-9.99,
04/25/2023,04/26/2023,THE UPS STORE 6418,Personal,Sale,-96.42,
04/25/2023,04/26/2023,COSTCO WHSE #0729,Shopping,Sale,-107.88,
04/25/2023,04/26/2023,HAR LITTLE FERRY,Groceries,Sale,-80.62,
04/24/2023,04/25/2023,COSTCO WHSE #0729,Shopping,Sale,-31.32,
04/24/2023,04/25/2023,COSTCO WHSE #0729,Shopping,Sale,-20.07,
04/24/2023,04/25/2023,SQ *KOFFEEWAGON PARTNERS,Groceries,Sale,-13.97,
04/24/2023,04/24/2023,Payment Thank You-Mobile,,Payment,379.23,
04/23/2023,04/24/2023,EGS BAGELS INC DBA CELEB,Food & Drink,Sale,-31.25,
04/21/2023,04/23/2023,EL NOPALITO,Food & Drink,Sale,-33.59,
04/20/2023,04/23/2023,TARGET        00013300,Shopping,Sale,-38.91,
04/21/2023,04/23/2023,COSTCO WHSE #1214,Shopping,Sale,-61.78,
04/20/2023,04/23/2023,24 HOUR FITNESS - 616 - P,Health & Wellness,Sale,-3.99,
04/21/2023,04/23/2023,SP FELLOW PRODUCTS,Home,Sale,-207.92,
04/22/2023,04/23/2023,FRANCY'S ARTISANAL,Food & Drink,Sale,-25.59,
04/22/2023,04/23/2023,AMZN Mktp US*HF4A03ZH0,Shopping,Sale,-7.45,
04/22/2023,04/23/2023,Payment Thank You-Mobile,,Payment,794.60,
04/19/2023,04/21/2023,SOJO SPA CLUB,Health & Wellness,Sale,-150.00,
04/21/2023,04/21/2023,SP TEN THOUSAND,Shopping,Sale,-116.00,
04/19/2023,04/20/2023,FORT LEE GASOLINE CORP,Gas,Sale,-45.71,
04/19/2023,04/20/2023,WHOLEFDS EGW 10102,Groceries,Sale,-4.25,
04/18/2023,04/20/2023,AWANG KITCHEN,Food & Drink,Sale,-67.35,
04/17/2023,04/19/2023,DELTA HOTELS WOODBRIDG,Travel,Sale,-239.57,
04/19/2023,04/19/2023,TST* Cassies Pizzeria,Food & Drink,Sale,-158.66,
04/16/2023,04/17/2023,WHOLEFDS MAR #10451,Groceries,Sale,-7.41,
04/17/2023,04/17/2023,Payment Thank You-Mobile,,Payment,1396.03,
04/16/2023,04/17/2023,WHOLEFDS MAR #10451,Groceries,Sale,-4.25,
04/15/2023,04/17/2023,PAYBYPHONE CITY OF FOR,Travel,Sale,-1.40,
04/14/2023,04/16/2023,SUNOCO 0012645800,Gas,Sale,-41.51,
04/14/2023,04/16/2023,Q THEBUTCHER INC,Food & Drink,Sale,-261.45,
04/14/2023,04/16/2023,CLASSIC NAILS &amp; HAIR,Personal,Sale,-64.00,
04/14/2023,04/16/2023,ZTL*FREE OIL CHANGE IN CL,Automotive,Sale,-106.63,
04/14/2023,04/16/2023,AMC ONLINE 9640,Entertainment,Sale,-26.60,
04/14/2023,04/16/2023,APPLE.COM/BILL,Shopping,Sale,-0.99,
04/15/2023,04/16/2023,Amazon.com*HJ7LS6Q42,Shopping,Sale,-124.85,
04/15/2023,04/16/2023,LYFT   *1 RIDE 04-13,Travel,Sale,-22.99,
04/14/2023,04/16/2023,PAYBYPHONE CITY OF FOR,Travel,Sale,-2.40,
04/13/2023,04/14/2023,FRANCY'S ARTISANAL,Food & Drink,Sale,-19.04,
04/13/2023,04/14/2023,WHOLEFDS PAR 10279,Groceries,Sale,-28.25,
04/14/2023,04/14/2023,LYFT   *1 RIDE 04-12,Travel,Sale,-28.47,
04/13/2023,04/14/2023,ZTL*FREE OIL CHANGE IN CL,Automotive,Sale,-426.50,
04/12/2023,04/13/2023,EVERGREEN FINE FRESH FOOD,Food & Drink,Sale,-11.73,
04/10/2023,04/12/2023,SHELL OIL12863832015,Gas,Sale,-39.95,
04/12/2023,04/12/2023,Payment Thank You-Mobile,,Payment,1240.97,
04/11/2023,04/12/2023,TST* Willow &amp; Whisk,Food & Drink,Sale,-42.74,
04/11/2023,04/12/2023,TST* CLEAN JUICE - WYCKOF,Food & Drink,Sale,-11.93,
04/11/2023,04/12/2023,NIKE.COM AP,Shopping,Sale,-57.57,
04/11/2023,04/12/2023,BOBO`S HAIR BAR,Personal,Sale,-35.00,
04/12/2023,04/12/2023,LYFT   *2 RIDES 04-10,Travel,Sale,-33.44,
04/11/2023,04/12/2023,PARAMOUNT+,Bills & Utilities,Sale,-9.99,
04/10/2023,04/11/2023,COSTCO WHSE #0729,Shopping,Sale,-257.03,
04/10/2023,04/11/2023,COSTCO WHSE #0729,Shopping,Sale,-19.18,
04/09/2023,04/11/2023,BALTHAZAR BAKERY,Food & Drink,Sale,-60.00,
04/09/2023,04/11/2023,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-61.19,
04/07/2023,04/10/2023,CITY OF ENGLEWOOD METE,Travel,Sale,-0.70,
04/09/2023,04/10/2023,SHOPRITE ENGLEWOOD S1,Groceries,Sale,-133.34,
04/10/2023,04/10/2023,CHATGPT SUBSCRIPTION,Shopping,Sale,-20.00,
04/09/2023,04/10/2023,HAR LITTLE FERRY,Groceries,Sale,-19.55,
04/07/2023,04/10/2023,CITY OF ENGLEWOOD METE,Travel,Sale,-0.70,
04/08/2023,04/09/2023,AMZN Mktp US*HS61D2BW2,Shopping,Sale,-12.78,
04/06/2023,04/09/2023,NINETY PARK GARAGE LLC,Travel,Sale,-11.00,
04/08/2023,04/09/2023,AMZN Mktp US*HJ56X4LS0,Shopping,Sale,-12.78,
04/08/2023,04/09/2023,AMZN Mktp US*HJ6E92F40,Shopping,Sale,-21.31,
04/08/2023,04/09/2023,AMZN Mktp US*HJ7989NU0,Shopping,Sale,-15.98,
04/07/2023,04/09/2023,SP BECKETT SIMONON,Shopping,Sale,-219.00,
04/08/2023,04/09/2023,Amazon.com*HS7PW35O2,Shopping,Sale,-16.49,
04/07/2023,04/09/2023,ALLEN EDMONDS #39042,Shopping,Sale,-296.25,
04/05/2023,04/06/2023,SHOPRITE HACKENSACK S1,Groceries,Sale,-1.49,
04/05/2023,04/05/2023,Payment Thank You-Mobile,,Payment,119.77,
04/04/2023,04/05/2023,COURSRAVJR5C6L6ORY82I,Education,Sale,-59.00,
04/04/2023,04/05/2023,TARGET        00013300,Shopping,Sale,-3.20,
04/03/2023,04/04/2023,AMZN Mktp US*HY4MX9K22,Shopping,Sale,-32.40,
03/31/2023,04/03/2023,HAKKI BABA TURKISH RESTAU,Food & Drink,Sale,-38.88,
04/02/2023,04/03/2023,EGS BAGELS INC DBA CELEB,Food & Drink,Sale,-32.40,
04/02/2023,04/03/2023,CKO*Patreon* Membership,Entertainment,Sale,-14.99,
04/02/2023,04/02/2023,Payment Thank You-Mobile,,Payment,2176.66,
04/01/2023,04/02/2023,PARKMOBILE,Travel,Sale,-1.10,
03/30/2023,03/31/2023,HAR LITTLE FERRY,Groceries,Sale,-50.42,
03/30/2023,03/31/2023,BCD TOFU HOUSE,Food & Drink,Sale,-59.03,
03/30/2023,03/31/2023,COSTCO WHSE #0729,Shopping,Sale,-44.09,
03/29/2023,03/30/2023,POSITANO RESTAURANT &amp;,Food & Drink,Sale,-43.25,
03/27/2023,03/29/2023,TAQUERIA LOS GUEROS,Food & Drink,Sale,-126.08,
03/26/2023,03/28/2023,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-68.36,
03/27/2023,03/28/2023,COSTCO WHSE #0729,Shopping,Sale,-111.89,
03/27/2023,03/28/2023,VIATORTRIPADVISOR US,Travel,Sale,-129.08,
03/27/2023,03/28/2023,COSTCO WHSE #0729,Shopping,Sale,-22.77,
03/27/2023,03/28/2023,VIATORTRIPADVISOR US,Travel,Sale,-161.90,
03/26/2023,03/27/2023,MCDONALD'S F3630,Food & Drink,Sale,-7.24,
03/26/2023,03/27/2023,SHOPRITE ENGLEWOOD S1,Groceries,Sale,-16.14,
03/26/2023,03/27/2023,MCDONALD'S F3630,Food & Drink,Sale,-15.56,
03/26/2023,03/27/2023,STOP &amp; SHOP 0851,Groceries,Sale,-14.31,
03/25/2023,03/27/2023,CHICK-FIL-A #04433,Food & Drink,Sale,-77.71,
03/25/2023,03/26/2023,AMZN Mktp US*H785X0861,Shopping,Sale,-106.65,
03/24/2023,03/26/2023,Kindle Svcs*H755Y03H2,Shopping,Sale,-11.72,
03/24/2023,03/26/2023,DELTA LEONIA #2,Gas,Sale,-35.86,
03/24/2023,03/26/2023,DOMINO'S 4537,Food & Drink,Sale,-86.65,
03/25/2023,03/26/2023,CHIPOTLE 1703,Food & Drink,Sale,-21.96,
03/25/2023,03/26/2023,AMZN Mktp US*H79ZI5YY0,Shopping,Sale,-28.14,
03/25/2023,03/26/2023,TIGER TRACK INC,Gas,Sale,-72.19,
03/23/2023,03/24/2023,COSTCO WHSE #1214,Shopping,Sale,-161.27,
03/23/2023,03/24/2023,AMZN Mktp US*H721B1OK2,Shopping,Sale,-9.59,
03/24/2023,03/24/2023,AMZN Mktp US*H72PD6780,Shopping,Sale,-43.47,
03/23/2023,03/24/2023,HAR LITTLE FERRY,Groceries,Sale,-66.38,
03/21/2023,03/23/2023,YAKITORI 39,Food & Drink,Sale,-73.44,
03/22/2023,03/23/2023,Kindle Svcs*H71PW3HE0,Shopping,Sale,-18.12,
03/20/2023,03/22/2023,BALTHAZAR BAKERY,Food & Drink,Sale,-7.50,
03/21/2023,03/22/2023,BOBO`S HAIR BAR,Personal,Sale,-35.00,
03/21/2023,03/22/2023,HOMEGOODS #0618,Shopping,Sale,-152.36,
03/19/2023,03/21/2023,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-22.39,
03/20/2023,03/21/2023,Uniqlo USA LLC,Shopping,Sale,-59.80,
03/19/2023,03/21/2023,DULCE DE LECHE BAKERY- E,Food & Drink,Sale,-5.33,
03/17/2023,03/19/2023,ENGLEWOOD,Gas,Sale,-40.52,
03/17/2023,03/19/2023,WALGREENS #7311,Health & Wellness,Sale,-5.49,
03/18/2023,03/19/2023,Tiger Lily by Encke LLC,Shopping,Sale,-53.31,
03/18/2023,03/19/2023,TST* Cassies Pizzeria,Food & Drink,Sale,-111.69,
03/17/2023,03/17/2023,Payment Thank You-Mobile,,Payment,27.59,
03/15/2023,03/15/2023,Payment Thank You-Mobile,,Payment,4592.21,
03/14/2023,03/15/2023,APPLE.COM/BILL,Shopping,Sale,-0.99,
03/14/2023,03/15/2023,AMC ONLINE 9640,Entertainment,Sale,-26.60,
03/12/2023,03/14/2023,TAENEUNG GALBI,Food & Drink,Sale,-472.48,
03/10/2023,03/12/2023,CHICK-FIL-A #03966,Food & Drink,Sale,-463.04,
03/10/2023,03/12/2023,BUSAN GUKBAP,Food & Drink,Sale,-42.16,
03/10/2023,03/12/2023,PAYBYPHONE CITY OF FOR,Travel,Sale,-2.40,
03/10/2023,03/12/2023,THE UPS STORE 6418,Personal,Sale,-61.92,
03/11/2023,03/12/2023,BEN'S FRESH,Food & Drink,Sale,-161.74,
03/11/2023,03/12/2023,PARAMOUNT+,Bills & Utilities,Sale,-9.99,
03/10/2023,03/12/2023,BP#2093243GO GREEN 17 LL,Gas,Sale,-80.39,
03/10/2023,03/12/2023,COSTCO WHSE #0729,Shopping,Sale,-293.41,
03/08/2023,03/09/2023,SQ *SABOR UNIDO,Food & Drink,Sale,-110.21,
03/09/2023,03/09/2023,PARKMOBILE,Travel,Sale,-0.95,
03/07/2023,03/08/2023,FIRST STUDENT12636,Travel,Sale,-535.30,
03/07/2023,03/08/2023,FIRST STUDENT12636,Travel,Sale,-535.30,
03/06/2023,03/08/2023,GOAT CLIMBING GYM,Health & Wellness,Sale,-25.00,
03/05/2023,03/07/2023,DAVES HOT CHICKEN 1133,Food & Drink,Sale,-17.46,
03/06/2023,03/07/2023,AMZN Mktp US*H58XH5JI2,Shopping,Sale,-10.99,
03/05/2023,03/06/2023,SQ *POKE CREW,Food & Drink,Sale,-35.80,
03/04/2023,03/06/2023,PAYBYPHONE CITY OF FOR,Travel,Sale,-2.40,
03/06/2023,03/06/2023,AMZN Mktp US*H50XT1031,Shopping,Sale,-106.46,
03/05/2023,03/06/2023,DAVES HOT CHICKEN O 1133,Food & Drink,Sale,-181.03,
03/04/2023,03/06/2023,RIVER EDGE DINER,Food & Drink,Sale,-16.45,
03/05/2023,03/06/2023,EGS BAGELS INC DBA CELEB,Food & Drink,Sale,-26.00,
03/04/2023,03/05/2023,COURSRAVJR5C6L6ORY82I,Education,Sale,-59.00,
03/03/2023,03/05/2023,COSTCO WHSE #0729,Shopping,Sale,-324.85,
03/03/2023,03/05/2023,DOMINO'S 4537,Food & Drink,Sale,-98.02,
03/01/2023,03/03/2023,76 FORT LEE,Gas,Sale,-35.37,
03/02/2023,03/03/2023,CKO*Patreon* Membership,Entertainment,Sale,-14.99,
03/02/2023,03/03/2023,COSTCO WHSE #0729,Shopping,Sale,-455.37,
03/02/2023,03/03/2023,WAL-MART #3159,Groceries,Sale,-29.23,
03/02/2023,03/03/2023,COSTCO WHSE #1214,Shopping,Sale,-334.52,
03/02/2023,03/03/2023,TARGET        00013300,Shopping,Sale,-23.87,
02/28/2023,03/01/2023,EVERGREEN FINE FRESH FOOD,Food & Drink,Sale,-35.18,
02/27/2023,02/28/2023,WEB*BLUEHOST.COM,Bills & Utilities,Return,30.33,
02/28/2023,02/28/2023,Amazon.com*HD8M10U90,Shopping,Sale,-21.26,
02/27/2023,02/27/2023,Payment Thank You-Mobile,,Payment,4770.09,
02/24/2023,02/26/2023,CVS/PHARMACY #02746,Health & Wellness,Sale,-18.12,
02/20/2023,02/22/2023,UNITED      0162466933628,Travel,Sale,-1748.05,
02/22/2023,02/22/2023,AMZN Mktp US*HP7KH5RS0,Shopping,Sale,-56.58,
02/21/2023,02/21/2023,TANDOORI CHEF,Food & Drink,Sale,-42.56,
02/19/2023,02/21/2023,EGS BAGELS INC DBA CELEB,Food & Drink,Sale,-25.00,
02/18/2023,02/20/2023,SQ *RUBY KE KITCHEN SE,Food & Drink,Sale,-64.80,
02/19/2023,02/20/2023,DD/BR #336078,Food & Drink,Sale,-100.00,
02/19/2023,02/20/2023,TST* ZALIM HOT CHICKEN &amp;,Food & Drink,Sale,-48.80,
02/18/2023,02/19/2023,SUNOCO 0017901002,Gas,Sale,-41.18,
02/17/2023,02/19/2023,IN *HAPPY PRINTING &amp; PROM,Shopping,Sale,-2625.00,
02/17/2023,02/17/2023,Payment Thank You-Mobile,,Payment,186.22,
02/15/2023,02/16/2023,CNP*GQ BOX,Bills & Utilities,Sale,-53.31,
02/15/2023,02/16/2023,Amazon.com*HE2UF01W2,Shopping,Sale,-13.13,
02/14/2023,02/15/2023,APPLE.COM/BILL,Shopping,Sale,-0.99,
02/13/2023,02/15/2023,CHICK-FIL-A #03966,Food & Drink,Sale,-23.39,
02/14/2023,02/15/2023,AMC ONLINE 9640,Entertainment,Sale,-26.60,
02/14/2023,02/14/2023,LYFT   *1 RIDE 02-12,Travel,Sale,-28.99,
02/13/2023,02/13/2023,Payment Thank You-Mobile,,Payment,9291.56,
02/12/2023,02/13/2023,Amazon seller repay,Shopping,Sale,-2.60,
02/13/2023,02/13/2023,LYFT   *3 RIDES 02-11,Travel,Sale,-37.21,
02/12/2023,02/12/2023,LYFT   *2 RIDES 02-09,Travel,Sale,-83.11,
02/11/2023,02/12/2023,UGPERKSMEMBERSHIP FEE,Shopping,Sale,-21.22,
02/08/2023,02/08/2023,PARKMOBILE,Travel,Sale,-1.95,
02/06/2023,02/07/2023,SQ *KOFFEEWAGON PARTNERS,Groceries,Sale,-13.97,
02/05/2023,02/06/2023,HWA YUAN SZECHUAN.,Food & Drink,Sale,-373.83,
02/05/2023,02/06/2023,DUNKIN #358081,Food & Drink,Sale,-8.51,
02/05/2023,02/06/2023,Amazon seller repay,Shopping,Sale,-47.91,
02/03/2023,02/06/2023,HAKKI BABA TURKISH RESTAU,Food & Drink,Sale,-307.64,
02/04/2023,02/05/2023,COURSRAVJR5C6L6ORY82I,Education,Sale,-59.00,
02/04/2023,02/05/2023,PARKMOBILE,Travel,Sale,-1.35,
02/03/2023,02/05/2023,SQ *KOFFEEWAGON PARTNERS,Groceries,Sale,-11.20,
02/05/2023,02/05/2023,LYFT   *1 RIDE 02-03,Travel,Sale,-9.97,
02/04/2023,02/05/2023,SQ *ROAST'D,Food & Drink,Sale,-10.24,
02/03/2023,02/05/2023,COSTCO WHSE #0729,Shopping,Sale,-8.36,
02/04/2023,02/05/2023,STOP &amp; SHOP 2571,Groceries,Sale,-2.09,
02/03/2023,02/05/2023,H MART BK FORT LEE,Groceries,Sale,-104.80,
02/03/2023,02/05/2023,AMMATA THAI KITCHEN,Food & Drink,Sale,-253.25,
02/02/2023,02/05/2023,SOJO SPA CLUB,Health & Wellness,Sale,-35.20,
02/03/2023,02/05/2023,BARTOLOMEO DELI INC,Food & Drink,Sale,-104.39,
02/02/2023,02/05/2023,ROXY HOTEL,Food & Drink,Sale,-230.82,
02/01/2023,02/03/2023,AWANG KITCHEN,Food & Drink,Sale,-73.10,
02/01/2023,02/03/2023,SOOSANGHAN POCHA,Food & Drink,Sale,-349.87,
02/02/2023,02/03/2023,SQ *HANA MAKGEOLLI LLC,Food & Drink,Sale,-189.44,
02/02/2023,02/03/2023,CKO*Patreon* Membership,Entertainment,Sale,-14.99,
02/01/2023,02/02/2023,COSTCO WHSE #0729,Shopping,Sale,-351.97,
02/01/2023,02/02/2023,COSTCO WHSE #1214,Shopping,Sale,-44.26,
02/01/2023,02/02/2023,SQ *WHITE MANNA INC.,Food & Drink,Sale,-7.46,
02/01/2023,02/02/2023,TARGET        00013300,Shopping,Sale,-4.88,
02/01/2023,02/02/2023,TARGET.COM  *,Shopping,Sale,-14.29,
01/30/2023,02/01/2023,EXXONMOBIL    47982376,Gas,Sale,-42.21,
01/31/2023,02/01/2023,AMMATA THAI KITCHEN,Food & Drink,Sale,-40.12,
